title	price
"Kuman Complete Starter kit for Raspberry Pi 3 2 (11-Items) WiFi 150Mbps 11n USB Adapter+3.5"" inches LCD 480x320 Touch Screen + 16GB TF card+ 9 Layers"	49,00
"UgreenÂ® 3.0 USB a SATA adaptador usb 3.0 a HDD SDD de 2.5"" y 3.5"" BLU-RAY DVD, CD-ROM, DVD-ROM y CD-RW Incluye Adaptador de Corriente de 12V"	12,49
AUKEY Quick Charge 2.0 Cargador USB de Pared Dual Puerto 42W 5V/4,8A con TecnologÃ­a AiPower para iPhone, iPad, Samsung Galaxy Note 7, S7, HTC, LG,	16,89
Original Xiaomi Hybrid Dual Drivers Earphones In-Ear Headphones Silver	25,80
TP-LINK M7350 - Router 4G LTE para mÃ³vil (banda dual 2.4 GHz Ã³ 5 GHz, soporta hasta 10 dispositivos simultÃ¡neamente), color negro	85,90
AURICULARES XIAOMI MI CAPSULE NUEVO MODELO 2016 DISEÃ‘O ERGONÃ“MICO IN-EAR	21,95
SIM900 GPRS 850/900/1800/1900 MHz / GSM MÃ³dulo de Placa de desarrollo para Arduino	17,45
Energizer CR2032 - Pack de pilas de litio - 3V - 4 unidades	8,86
Akai AR280P - Radio-reloj proyector	27,56
KKmoon - Kit de herramientas profesionales de tornillo de hardware, 45 en 1	13,99
AUKEY Hub USB 3.0 7 Puertos con Adaptador de Corriente Alta Velocidad de TransmisiÃ³n de Aluminio con Cable USB 3.0 de 1M Compatible con Windows XP	27,99
Judas - Botella Cristal 33 cl (1 unidad)	1,27
Samsung 850 EVO - Disco duro sÃ³lido interno SSD (SSD 500 GB, Serial ATA), negro	136,24
Mattel Games - UNO H20 To Go, juego de mesa (P1703)	12,95
Excelvan ZJ - Impresora tÃ©rmica de tickets y recibos (58mm, 90mm/s, compatible con Windows), Negro	34,99
"BenQ GW2270H - Monitor LED de 21.5"", AMVA+ FHD, Dual HDMI, color negro"	104,90
Pokemon - Gorra cosplay	14,50
JETech M0884 Bluetooth ratÃ³n inalÃ¡mbrico para PC, Mac y el sistema operativo Android Tablet con 12 meses de duraciÃ³n de la baterÃ­a	12,99
DeepCool N1 Slim - Base portÃ¡til con ventilador, negro	20,49
Bayer Calypso - Insecticida polivalente	7,95
Placa de desarrollo NodeMCU LUA WIFI Internet basado en ESP8266	8,49
WINGONEER Junta NodeMCU LUA Internet WIFI Desarrollo Basado en ESP8266 CP2102	15,99
Mini Micro bomba sumergible de agua aceite Ultra silencioso sin escobillas Brushless DC 12V 240L / H elevaciÃ³n de 3M	7,99
NeuftechÂ® RTC I2C DS1307 AT24C32 MÃ³dulo de Tiempo Real Reloj para Arduino	4,99
NeuftechÂ® mÃ³dulo relay relÃ© de 2 canales 5V Shield para Arduino PIC AVR DSP MCU	5,99
FAMATEL 177.1 - PortalÃ¡mparas zÃ³calo recto E-27	2,95
elho  - Maceta para flores, color antracita	8,99
Mezcla de bombas de semillas de hierbas - crea tu propia huerta casera - albahaca, cebollino, mejorana, eneldo y perejil - 2000 semillas por lata	8,50
Bosch 2 609 255 820 - Grapa tipo 53 (pack de 1000)	3,45
Bosch 2 609 255 858 - Grapadora manual HT 8	12,95
elho  - Maceta para flores, color antracita	8,99
elho  - Maceta para flores, color antracita	15,99
MW Soil Hygrometer Detection Module Soil Moisture Sensor Arduino Compatible	3,50
2x MÃ³dulo comunicaciÃ³n NRF24L01 + PA + LNA SMA Antena 2.4G. Para Arduino (Pack 2 unidades)	18,75
Kuman 10pcs nRF24L01+ 2.4GHz Antenna Wireless Transceiver RF Transceiver Module Arduino Compatible K19	19,35
elho  - Maceta para flores, color antracita	15,99
VicTsing luz lampara bombilla foco de LED E27 ahorro de energÃ­a para Vegetal Planta Flor de florecimiento de Horticultura 12*LEDs 36W 50000hrs para	28,99
"Pat Says Now 7786 maletines para portÃ¡til - Funda (39,62 cm (15.6""), Manga, Neopreno, 120g)"	15,59
Munchkin Zombies 2 - Muertos y Enfadados	16,99
Munchkin Zombies - Juego de mesa (Edge Entertainment EDGMZ01)	24,95
SimfonioÂ® Tiras LED 5050 RGB - 5m de longitud - 150 LEDs - Multicolor - Control remoto de 44 botones y fuente de alimentaciÃ³n	15,99
Street Art 2016 (Mindful Editions)	12,51
Aukru - Disipador de calor para Raspberry Pi (aluminio, 3 unidades), color plateado	3,99
V7 Vanatage - Webcam de 16 Mp (con micrÃ³fono, USB, video VGA), negro	7,24
AukeyÂ® [6 x Pack] 6 Cables USB 2.0 a Micro USB 2.0,tipo A macho a micro B Para cargar Samsung, Xiaomi, HTC, Motorola, Nokia, Reproductores MP3, GPS	10,99
AmazonBasics - Cable HDMI de alta velocidad, compatible con Ethernet, 3D y retorno de vÃ­deo - 0,9 m	5,99
Brennenstuhl 149933 - Distribuidor con 3 tomas	2,99
CEPILLO DE TERCIOPELO PARA DISCOS DE VINILO AM DENMARK / Ref. 2855	9,75
Oro 3,5 mm EstÃ©reo Conector Jack Enchufe A 2 Fono RCA Enchufes Adaptador Cable Bajo	2,42
3,5 mm EstÃ©reo Enchufe Enchufe A Gemelo 6,35 mm Mono Enchufe Clavijas Adaptador Cable	2,60
Sharkoon Keto - Alfombrilla de ratÃ³n, negro	5,99
PreSonus Ceres C4.5 BT - Altavoces (Mesa/estante, Studio, Integrado, AlÃ¡mbrico/InalÃ¡mbrico, XLR/6.3mm/RCA, Bluetooth)	148,00
Kingston Mobility kit - Adaptadores para tarjetas de memoria, 64 GB	20,99
TP-LINK  TL-WN725N -Nano Adaptador de red USB (3 aÃ±os de garantÃ­a, WPS)	6,90
Chasis Rover 5 Dagu con encoders	66,50
Raspberry Pi 8193655 - Caja para Raspberry Pi B+ y Pi2, color negro	5,60
TP-LINK  TL-WN725N -Nano Adaptador de red USB (3 aÃ±os de garantÃ­a, WPS)	6,90
Samsung Evo MB-MP08DA/EU - Tarjeta de memoria micro SDHC de 8 GB (UHS-I Grade 1 Clase 10, con adaptador SD)	5,31
SODIAL(R) MFRC-522 RC522 RFID Module IC Card Sensor de induccion con llavero de la tarjeta S50 gratis	3,25
CSL - Adaptador Bluetooth USB micro V4.0 | TecnologÃ­a Class 4.0 | El estÃ¡ndar mÃ¡s moderno | Plug & Play | Windows 7 + Windows 8 + Windows 8.1	10,85
Anker Cable USB 1.8 m de Nylon Entrelazado Libre de Enredos (con Clavija BaÃ±ada en Oro; para Android, Samsung, HTC, Nokia, Sony, BQ, Xiaomi y mÃ¡	8,99
Bluestork KULT#2 - RatÃ³n (USB, Ã“ptico, Juego, Negro, 1,5m, Cable)	24,99
Xiaomi - Mini altavoz de 3W con Bluetooth 4.0 y manos libres, color negro	29,88
Intex Pillow Rest Raised - Cama hinchable con bomba elÃ©ctrica, 152 x 203 x 43 cm, color azul	44,39
Oral-B 3DWhite EB18 - Recambios cabezales para cepillos de dientes recargables, pack de 3	11,99
Braun MQ 745 Aperitif Multiquick 7 - Minipimer (Batidora con accesorios)	75,83
ASUS BT400 - Adaptador de red (Bluetooth 4.0, USB 2.0 Nano), negro	9,95
Flug51 FL131 - 2x EMAX ES08MAII 16 / 2,0 kg Mini Metallzahnrad servo de alta velocidad-Up SG90 es08a MG90 S fÃ¼r trex Hubschrauber 450 rc 4 Pieza	17,99
JustGlam - Trolley ORMI ABS en las cuatro ruedas adecuadas para vuelos de bajo coste / Silver	39,90
Antena DVB-T USB TV Digital FM palo sintonizador receptor Dongle para PC portÃ¡til RTL2832U R820T	14,24
Transcend TS-RDF5K - Lector de tarjetas de memoria USB, color negro	5,71
Ozone Rage ST - Auriculares de diadema cerrados (con micrÃ³fono), negro	29,60
Aukey Â® amzdeal Cargador USB, Wall charger con AIPower Tech (34W / 6.8A 4 Puertos) Cargador portÃ¡til, Cargador de pared，Adaptador USB Enc	13,99
Motorola - Funda Flip oficial para Motorola Moto G, Morado	23,27
Kingston SDC4/8GBSP - Tarjeta micro SDC4/8GB (SDHC clase 4, 8 GB sin adaptador)	6,01
XBee 2mW Serie 2 (ZB) con Antena	28,40
Ozone Rage ST - Auriculares de diadema cerrados (con micrÃ³fono), negro	29,90
AmazonBasics - Pilas alcalinas AAA (Paquete de 20)	7,99
Varta - Linterna LED 1 W indestructible	16,27
"Case Logic VNB-217BLACK - Mochila para ordenador portÃ¡til de hasta 17"", negro"	24,56
Raspberry Pi funda protectora / caja (Solid Negro) para el modelo B	3,99
XINTE InalÃ¡mbrica Bluetooth Serial esclavo mÃ³dulo HC-06 apto para Arduino	8,99
Raspberry Pi RBCA000 - Placa base (ARM 1176JZF-S, 512 MB de RAM, HDMI, 2 x USB 2.0, 3,5 W)	37,61
Google Chromecast - Reproductor multimedia HDMI	35,00
Motorola - Funda Flip oficial para Motorola Moto G, Azul	20,08
Samsung 840 EVO - Disco duro sÃ³lido SSD de 120 GB, Plateado	78,21
Motorola - Funda Flip oficial para Motorola Moto G, Blanco	24,45
"Motorola Moto G 8 GB - Smartphone libre Android (pantalla 4.5"", cÃ¡mara 5 Mp, 8 GB, Quad-Core 1.2 GHz), negro"	175,00
BlueRigger Micro HDMI-HDMI 6ft - Cable AV (Micro-HDMI, HDMI, Oro)	4,99
MicroSIM Adaptador Original fabricado en Alemania para Tarjetas MicroSIM para utilizar la Micro SIM como una SIM normal	2,69
Adonit Jot - LÃ¡piz para tablet	17,79
